kernel,impl,mode,result,failed_vlens
volk_32fc_x2_s32fc_multiply_conjugate_add2_32fc,u_avx,misaligned,ok,
volk_32fc_x2_s32fc_multiply_conjugate_add2_32fc,u_sse3,misaligned,ok,
volk_32fc_x2_s32fc_multiply_conjugate_add_32fc,-,canary,skip,no-qa-entry
volk_32fc_x2_s32fc_multiply_conjugate_add_32fc,-,immutable,skip,no-qa-entry
volk_32fc_x2_s32fc_multiply_conjugate_add_32fc,-,misaligned,skip,no-qa-entry
volk_32fc_x2_s32fc_multiply_conjugate_add_32fc,-,sweep,skip,no-qa-entry
volk_32fc_x2_square_dist_32f,a_avx2,canary,ok,
volk_32fc_x2_square_dist_32f,a_sse3,canary,ok,
volk_32fc_x2_square_dist_32f,generic,canary,ok,
volk_32fc_x2_square_dist_32f,u_avx2,canary,ok,
volk_32fc_x2_square_dist_32f,a_avx2,immutable,ok,
volk_32fc_x2_square_dist_32f,a_sse3,immutable,ok,
volk_32fc_x2_square_dist_32f,generic,immutable,ok,
volk_32fc_x2_square_dist_32f,u_avx2,immutable,ok,
volk_32fc_x2_square_dist_32f,a_avx2,impl,ok,
volk_32fc_x2_square_dist_32f,a_sse3,impl,ok,
volk_32fc_x2_square_dist_32f,generic,impl,ok,
volk_32fc_x2_square_dist_32f,u_avx2,impl,ok,
volk_32fc_x2_square_dist_32f,generic,misaligned,ok,
volk_32fc_x2_square_dist_32f,u_avx2,misaligned,ok,
volk_32i_s32f_convert_32f,a_avx2,canary,ok,
volk_32i_s32f_convert_32f,a_avx512f,canary,ok,
volk_32i_s32f_convert_32f,a_sse2,canary,ok,
volk_32i_s32f_convert_32f,generic,canary,ok,
volk_32i_s32f_convert_32f,u_avx2,canary,ok,
volk_32i_s32f_convert_32f,u_avx512f,canary,ok,
volk_32i_s32f_convert_32f,u_sse2,canary,ok,
volk_32i_s32f_convert_32f,a_avx2,immutable,ok,
volk_32i_s32f_convert_32f,a_avx512f,immutable,ok,
volk_32i_s32f_convert_32f,a_sse2,immutable,ok,
volk_32i_s32f_convert_32f,generic,immutable,ok,
volk_32i_s32f_convert_32f,u_avx2,immutable,ok,
volk_32i_s32f_convert_32f,u_avx512f,immutable,ok,
volk_32i_s32f_convert_32f,u_sse2,immutable,ok,
volk_32i_s32f_convert_32f,a_avx2,impl,ok,
volk_32i_s32f_convert_32f,a_avx512f,impl,ok,
volk_32i_s32f_convert_32f,a_sse2,impl,ok,
volk_32i_s32f_convert_32f,generic,impl,ok,
volk_32i_s32f_convert_32f,u_avx2,impl,ok,
volk_32i_s32f_convert_32f,u_avx512f,impl,ok,
volk_32i_s32f_convert_32f,u_sse2,impl,ok,
volk_32i_s32f_convert_32f,generic,misaligned,ok,
volk_32i_s32f_convert_32f,u_avx2,misaligned,ok,
volk_32i_s32f_convert_32f,u_avx512f,misaligned,ok,
volk_32i_s32f_convert_32f,u_sse2,misaligned,ok,
volk_32i_x2_and_32i,a_avx2,canary,ok,
volk_32i_x2_and_32i,a_avx512f,canary,ok,
volk_32i_x2_and_32i,a_sse,canary,ok,
volk_32i_x2_and_32i,generic,canary,ok,
volk_32i_x2_and_32i,u_avx2,canary,ok,
volk_32i_x2_and_32i,u_avx512f,canary,ok,
volk_32i_x2_and_32i,u_orc,canary,ok,
volk_32i_x2_and_32i,a_avx2,immutable,ok,
volk_32i_x2_and_32i,a_avx512f,immutable,ok,
volk_32i_x2_and_32i,a_sse,immutable,ok,
volk_32i_x2_and_32i,generic,immutable,ok,
volk_32i_x2_and_32i,u_avx2,immutable,ok,
volk_32i_x2_and_32i,u_avx512f,immutable,ok,
volk_32i_x2_and_32i,u_orc,immutable,ok,
volk_32i_x2_and_32i,a_avx2,impl,ok,
volk_32i_x2_and_32i,a_avx512f,impl,ok,
volk_32i_x2_and_32i,a_sse,impl,ok,
volk_32i_x2_and_32i,generic,impl,ok,
volk_32i_x2_and_32i,u_avx2,impl,ok,
volk_32i_x2_and_32i,u_avx512f,impl,ok,
volk_32i_x2_and_32i,u_orc,impl,ok,
volk_32i_x2_and_32i,generic,misaligned,ok,
volk_32i_x2_and_32i,u_avx2,misaligned,ok,
volk_32i_x2_and_32i,u_avx512f,misaligned,ok,
volk_32i_x2_and_32i,u_orc,misaligned,ok,
volk_32i_x2_or_32i,a_avx2,canary,ok,
volk_32i_x2_or_32i,a_avx512f,canary,ok,
volk_32i_x2_or_32i,a_sse,canary,ok,
volk_32i_x2_or_32i,generic,canary,ok,
volk_32i_x2_or_32i,u_avx2,canary,ok,
volk_32i_x2_or_32i,u_avx512f,canary,ok,
volk_32i_x2_or_32i,u_orc,canary,ok,
volk_32i_x2_or_32i,a_avx2,immutable,ok,
volk_32i_x2_or_32i,a_avx512f,immutable,ok,
volk_32i_x2_or_32i,a_sse,immutable,ok,
volk_32i_x2_or_32i,generic,immutable,ok,
volk_32i_x2_or_32i,u_avx2,immutable,ok,
volk_32i_x2_or_32i,u_avx512f,immutable,ok,
volk_32i_x2_or_32i,u_orc,immutable,ok,
volk_32i_x2_or_32i,a_avx2,impl,ok,
volk_32i_x2_or_32i,a_avx512f,impl,ok,
volk_32i_x2_or_32i,a_sse,impl,ok,
volk_32i_x2_or_32i,generic,impl,ok,
volk_32i_x2_or_32i,u_avx2,impl,ok,
volk_32i_x2_or_32i,u_avx512f,impl,ok,
volk_32i_x2_or_32i,u_orc,impl,ok,
volk_32i_x2_or_32i,generic,misaligned,ok,
volk_32i_x2_or_32i,u_avx2,misaligned,ok,
volk_32i_x2_or_32i,u_avx512f,misaligned,ok,
volk_32i_x2_or_32i,u_orc,misaligned,ok,
volk_32u_byteswap,-,canary,skip,no-qa-entry
volk_32u_byteswap,-,immutable,skip,no-qa-entry
volk_32u_byteswap,-,misaligned,skip,no-qa-entry
volk_32u_byteswap,-,sweep,skip,no-qa-entry
volk_32u_byteswappuppet_32u,-,canary,skip,
volk_32u_byteswappuppet_32u,-,immutable,skip,
volk_32u_byteswappuppet_32u,a_avx2,impl,ok,
volk_32u_byteswappuppet_32u,a_sse2,impl,ok,
volk_32u_byteswappuppet_32u,generic,impl,ok,
volk_32u_byteswappuppet_32u,u_avx2,impl,ok,
volk_32u_byteswappuppet_32u,u_sse2,impl,ok,
volk_32u_byteswappuppet_32u,-,misaligned,skip,
volk_32u_popcnt,-,canary,skip,no-qa-entry
volk_32u_popcnt,-,immutable,skip,no-qa-entry
volk_32u_popcnt,-,misaligned,skip,no-qa-entry
volk_32u_popcnt,-,sweep,skip,no-qa-entry
volk_32u_popcntpuppet_32u,-,canary,skip,
volk_32u_popcntpuppet_32u,-,immutable,skip,
volk_32u_popcntpuppet_32u,a_sse4_2,impl,ok,
volk_32u_popcntpuppet_32u,generic,impl,ok,
volk_32u_popcntpuppet_32u,-,misaligned,skip,
volk_32u_reverse_32u,1972magic,canary,ok,
volk_32u_reverse_32u,2001magic,canary,ok,
volk_32u_reverse_32u,bintree_permute_bottom_up,canary,ok,
volk_32u_reverse_32u,bintree_permute_top_down,canary,ok,
volk_32u_reverse_32u,byte_shuffle,canary,ok,
volk_32u_reverse_32u,generic,canary,ok,
volk_32u_reverse_32u,lut,canary,ok,
volk_32u_reverse_32u,1972magic,immutable,ok,
volk_32u_reverse_32u,2001magic,immutable,ok,
volk_32u_reverse_32u,bintree_permute_bottom_up,immutable,ok,
volk_32u_reverse_32u,bintree_permute_top_down,immutable,ok,
volk_32u_reverse_32u,byte_shuffle,immutable,ok,
volk_32u_reverse_32u,generic,immutable,ok,
volk_32u_reverse_32u,lut,immutable,ok,
volk_32u_reverse_32u,1972magic,impl,ok,
volk_32u_reverse_32u,2001magic,impl,ok,
volk_32u_reverse_32u,bintree_permute_bottom_up,impl,ok,
volk_32u_reverse_32u,bintree_permute_top_down,impl,ok,
volk_32u_reverse_32u,byte_shuffle,impl,ok,
volk_32u_reverse_32u,generic,impl,ok,
volk_32u_reverse_32u,lut,impl,ok,
volk_32u_reverse_32u,1972magic,misaligned,ok,
volk_32u_reverse_32u,2001magic,misaligned,ok,
volk_32u_reverse_32u,bintree_permute_bottom_up,misaligned,ok,
volk_32u_reverse_32u,bintree_permute_top_down,misaligned,ok,
volk_32u_reverse_32u,byte_shuffle,misaligned,ok,
volk_32u_reverse_32u,generic,misaligned,ok,
volk_32u_reverse_32u,lut,misaligned,ok,
volk_64f_convert_32f,a_avx,canary,ok,
volk_64f_convert_32f,a_avx512f,canary,ok,
volk_64f_convert_32f,a_sse2,canary,ok,
volk_64f_convert_32f,generic,canary,ok,
volk_64f_convert_32f,u_avx,canary,ok,
volk_64f_convert_32f,u_avx512f,canary,ok,
volk_64f_convert_32f,u_sse2,canary,ok,
volk_64f_convert_32f,a_avx,immutable,ok,
volk_64f_convert_32f,a_avx512f,immutable,ok,
volk_64f_convert_32f,a_sse2,immutable,ok,
volk_64f_convert_32f,generic,immutable,ok,
volk_64f_convert_32f,u_avx,immutable,ok,
volk_64f_convert_32f,u_avx512f,immutable,ok,
volk_64f_convert_32f,u_sse2,immutable,ok,
volk_64f_convert_32f,a_avx,impl,ok,
volk_64f_convert_32f,a_avx512f,impl,ok,
volk_64f_convert_32f,a_sse2,impl,ok,
volk_64f_convert_32f,generic,impl,ok,
volk_64f_convert_32f,u_avx,impl,ok,
volk_64f_convert_32f,u_avx512f,impl,ok,
volk_64f_convert_32f,u_sse2,impl,ok,
volk_64f_convert_32f,generic,misaligned,ok,
volk_64f_convert_32f,u_avx,misaligned,ok,
volk_64f_convert_32f,u_avx512f,misaligned,ok,
volk_64f_convert_32f,u_sse2,misaligned,ok,
volk_64f_x2_add_64f,a_avx,canary,ok,
volk_64f_x2_add_64f,a_sse2,canary,ok,
volk_64f_x2_add_64f,generic,canary,ok,
volk_64f_x2_add_64f,u_avx,canary,ok,
volk_64f_x2_add_64f,u_sse2,canary,ok,
volk_64f_x2_add_64f,a_avx,immutable,ok,
volk_64f_x2_add_64f,a_sse2,immutable,ok,
volk_64f_x2_add_64f,generic,immutable,ok,
volk_64f_x2_add_64f,u_avx,immutable,ok,
volk_64f_x2_add_64f,u_sse2,immutable,ok,
volk_64f_x2_add_64f,a_avx,impl,ok,
volk_64f_x2_add_64f,a_sse2,impl,ok,
volk_64f_x2_add_64f,generic,impl,ok,
volk_64f_x2_add_64f,u_avx,impl,ok,
volk_64f_x2_add_64f,u_sse2,impl,ok,
volk_64f_x2_add_64f,generic,misaligned,ok,
volk_64f_x2_add_64f,u_avx,misaligned,ok,
volk_64f_x2_add_64f,u_sse2,misaligned,ok,
volk_64f_x2_dot_prod_64f,a_avx,canary,partial,2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 131071 1000003 
volk_64f_x2_dot_prod_64f,a_avx2_fma,canary,partial,2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 131071 1000003 
volk_64f_x2_dot_prod_64f,a_avx512f,canary,partial,2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 131071 1000003 
volk_64f_x2_dot_prod_64f,a_sse2,canary,partial,2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 131071 1000003 
volk_64f_x2_dot_prod_64f,generic,canary,partial,2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 131071 1000003 
volk_64f_x2_dot_prod_64f,u_avx,canary,partial,2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 131071 1000003 
volk_64f_x2_dot_prod_64f,u_avx2_fma,canary,partial,2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 131071 1000003 
volk_64f_x2_dot_prod_64f,u_avx512f,canary,partial,2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 131071 1000003 
volk_64f_x2_dot_prod_64f,u_sse2,canary,partial,2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 131071 1000003 
volk_64f_x2_dot_prod_64f,a_avx,immutable,ok,
volk_64f_x2_dot_prod_64f,a_avx2_fma,immutable,ok,
volk_64f_x2_dot_prod_64f,a_avx512f,immutable,ok,
volk_64f_x2_dot_prod_64f,a_sse2,immutable,ok,
volk_64f_x2_dot_prod_64f,generic,immutable,ok,
volk_64f_x2_dot_prod_64f,u_avx,immutable,ok,
volk_64f_x2_dot_prod_64f,u_avx2_fma,immutable,ok,
volk_64f_x2_dot_prod_64f,u_avx512f,immutable,ok,
volk_64f_x2_dot_prod_64f,u_sse2,immutable,ok,
volk_64f_x2_dot_prod_64f,a_avx,impl,ok,
volk_64f_x2_dot_prod_64f,a_avx2_fma,impl,ok,
volk_64f_x2_dot_prod_64f,a_avx512f,impl,ok,
volk_64f_x2_dot_prod_64f,a_sse2,impl,ok,
volk_64f_x2_dot_prod_64f,generic,impl,ok,
volk_64f_x2_dot_prod_64f,u_avx,impl,ok,
volk_64f_x2_dot_prod_64f,u_avx2_fma,impl,ok,
volk_64f_x2_dot_prod_64f,u_avx512f,impl,ok,
volk_64f_x2_dot_prod_64f,u_sse2,impl,ok,
volk_64f_x2_dot_prod_64f,generic,misaligned,ok,
volk_64f_x2_dot_prod_64f,u_avx,misaligned,ok,
volk_64f_x2_dot_prod_64f,u_avx2_fma,misaligned,ok,
volk_64f_x2_dot_prod_64f,u_avx512f,misaligned,ok,
volk_64f_x2_dot_prod_64f,u_sse2,misaligned,ok,
volk_64f_x2_max_64f,a_avx,canary,ok,
volk_64f_x2_max_64f,a_avx512f,canary,ok,
volk_64f_x2_max_64f,a_sse2,canary,ok,
volk_64f_x2_max_64f,generic,canary,ok,
volk_64f_x2_max_64f,u_avx,canary,ok,
volk_64f_x2_max_64f,u_avx512f,canary,ok,
volk_64f_x2_max_64f,a_avx,immutable,ok,
volk_64f_x2_max_64f,a_avx512f,immutable,ok,
volk_64f_x2_max_64f,a_sse2,immutable,ok,
volk_64f_x2_max_64f,generic,immutable,ok,
volk_64f_x2_max_64f,u_avx,immutable,ok,
volk_64f_x2_max_64f,u_avx512f,immutable,ok,
volk_64f_x2_max_64f,a_avx,impl,ok,
volk_64f_x2_max_64f,a_avx512f,impl,ok,
volk_64f_x2_max_64f,a_sse2,impl,ok,
volk_64f_x2_max_64f,generic,impl,ok,
volk_64f_x2_max_64f,u_avx,impl,ok,
volk_64f_x2_max_64f,u_avx512f,impl,ok,
volk_64f_x2_max_64f,generic,misaligned,ok,
volk_64f_x2_max_64f,u_avx,misaligned,ok,
volk_64f_x2_max_64f,u_avx512f,misaligned,ok,
volk_64f_x2_min_64f,a_avx,canary,ok,
volk_64f_x2_min_64f,a_avx512f,canary,ok,
volk_64f_x2_min_64f,a_sse2,canary,ok,
volk_64f_x2_min_64f,generic,canary,ok,
volk_64f_x2_min_64f,u_avx,canary,ok,
volk_64f_x2_min_64f,u_avx512f,canary,ok,
volk_64f_x2_min_64f,a_avx,immutable,ok,
volk_64f_x2_min_64f,a_avx512f,immutable,ok,
volk_64f_x2_min_64f,a_sse2,immutable,ok,
volk_64f_x2_min_64f,generic,immutable,ok,
volk_64f_x2_min_64f,u_avx,immutable,ok,
volk_64f_x2_min_64f,u_avx512f,immutable,ok,
volk_64f_x2_min_64f,a_avx,impl,ok,
volk_64f_x2_min_64f,a_avx512f,impl,ok,
volk_64f_x2_min_64f,a_sse2,impl,ok,
volk_64f_x2_min_64f,generic,impl,ok,
volk_64f_x2_min_64f,u_avx,impl,ok,
volk_64f_x2_min_64f,u_avx512f,impl,ok,
volk_64f_x2_min_64f,generic,misaligned,ok,
volk_64f_x2_min_64f,u_avx,misaligned,ok,
volk_64f_x2_min_64f,u_avx512f,misaligned,ok,
volk_64f_x2_multiply_64f,a_avx,canary,ok,
volk_64f_x2_multiply_64f,a_sse2,canary,ok,
volk_64f_x2_multiply_64f,generic,canary,ok,
volk_64f_x2_multiply_64f,u_avx,canary,ok,
volk_64f_x2_multiply_64f,u_sse2,canary,ok,
volk_64f_x2_multiply_64f,a_avx,immutable,ok,
volk_64f_x2_multiply_64f,a_sse2,immutable,ok,
volk_64f_x2_multiply_64f,generic,immutable,ok,
volk_64f_x2_multiply_64f,u_avx,immutable,ok,
volk_64f_x2_multiply_64f,u_sse2,immutable,ok,
volk_64f_x2_multiply_64f,a_avx,impl,ok,
volk_64f_x2_multiply_64f,a_sse2,impl,ok,
volk_64f_x2_multiply_64f,generic,impl,ok,
volk_64f_x2_multiply_64f,u_avx,impl,ok,
volk_64f_x2_multiply_64f,u_sse2,impl,ok,
volk_64f_x2_multiply_64f,generic,misaligned,ok,
volk_64f_x2_multiply_64f,u_avx,misaligned,ok,
volk_64f_x2_multiply_64f,u_sse2,misaligned,ok,
volk_64u_byteswap,-,canary,skip,no-qa-entry
volk_64u_byteswap,-,immutable,skip,no-qa-entry
volk_64u_byteswap,-,misaligned,skip,no-qa-entry
volk_64u_byteswap,-,sweep,skip,no-qa-entry
volk_64u_byteswappuppet_64u,-,canary,skip,
volk_64u_byteswappuppet_64u,-,immutable,skip,
volk_64u_byteswappuppet_64u,a_avx2,impl,ok,
volk_64u_byteswappuppet_64u,a_sse2,impl,ok,
volk_64u_byteswappuppet_64u,a_ssse3,impl,ok,
volk_64u_byteswappuppet_64u,generic,impl,ok,
volk_64u_byteswappuppet_64u,u_avx2,impl,ok,
volk_64u_byteswappuppet_64u,u_sse2,impl,ok,
volk_64u_byteswappuppet_64u,u_ssse3,impl,ok,
volk_64u_byteswappuppet_64u,-,misaligned,skip,
volk_64u_popcnt,-,canary,skip,no-qa-entry
volk_64u_popcnt,-,immutable,skip,no-qa-entry
volk_64u_popcnt,-,misaligned,skip,no-qa-entry
volk_64u_popcnt,-,sweep,skip,no-qa-entry
volk_64u_popcntpuppet_64u,-,canary,skip,
volk_64u_popcntpuppet_64u,-,immutable,skip,
volk_64u_popcntpuppet_64u,a_sse4_2,impl,ok,
volk_64u_popcntpuppet_64u,generic,impl,ok,
volk_64u_popcntpuppet_64u,-,misaligned,skip,
volk_8i_convert_16i,a_avx2,canary,ok,
volk_8i_convert_16i,a_sse4_1,canary,ok,
volk_8i_convert_16i,generic,canary,ok,
volk_8i_convert_16i,u_avx2,canary,ok,
volk_8i_convert_16i,u_orc,canary,ok,
volk_8i_convert_16i,u_sse4_1,canary,ok,
volk_8i_convert_16i,a_avx2,immutable,ok,
volk_8i_convert_16i,a_sse4_1,immutable,ok,
volk_8i_convert_16i,generic,immutable,ok,
volk_8i_convert_16i,u_avx2,immutable,ok,
volk_8i_convert_16i,u_orc,immutable,ok,
volk_8i_convert_16i,u_sse4_1,immutable,ok,
volk_8i_convert_16i,a_avx2,impl,ok,
volk_8i_convert_16i,a_sse4_1,impl,ok,
volk_8i_convert_16i,generic,impl,ok,
volk_8i_convert_16i,u_avx2,impl,ok,
volk_8i_convert_16i,u_orc,impl,ok,
volk_8i_convert_16i,u_sse4_1,impl,ok,
volk_8i_convert_16i,generic,misaligned,ok,
volk_8i_convert_16i,u_avx2,misaligned,ok,
volk_8i_convert_16i,u_orc,misaligned,ok,
volk_8i_convert_16i,u_sse4_1,misaligned,ok,
volk_8i_s32f_convert_32f,a_avx2,canary,ok,
volk_8i_s32f_convert_32f,a_avx512,canary,ok,
volk_8i_s32f_convert_32f,a_sse4_1,canary,ok,
volk_8i_s32f_convert_32f,generic,canary,ok,
volk_8i_s32f_convert_32f,u_avx2,canary,ok,
volk_8i_s32f_convert_32f,u_avx512,canary,ok,
volk_8i_s32f_convert_32f,u_orc,canary,ok,
volk_8i_s32f_convert_32f,u_sse4_1,canary,ok,
volk_8i_s32f_convert_32f,a_avx2,immutable,ok,
volk_8i_s32f_convert_32f,a_avx512,immutable,ok,
volk_8i_s32f_convert_32f,a_sse4_1,immutable,ok,
volk_8i_s32f_convert_32f,generic,immutable,ok,
volk_8i_s32f_convert_32f,u_avx2,immutable,ok,
volk_8i_s32f_convert_32f,u_avx512,immutable,ok,
volk_8i_s32f_convert_32f,u_orc,immutable,ok,
volk_8i_s32f_convert_32f,u_sse4_1,immutable,ok,
volk_8i_s32f_convert_32f,a_avx2,impl,ok,
volk_8i_s32f_convert_32f,a_avx512,impl,ok,
volk_8i_s32f_convert_32f,a_sse4_1,impl,ok,
volk_8i_s32f_convert_32f,generic,impl,ok,
volk_8i_s32f_convert_32f,u_avx2,impl,ok,
volk_8i_s32f_convert_32f,u_avx512,impl,ok,
volk_8i_s32f_convert_32f,u_orc,impl,ok,
volk_8i_s32f_convert_32f,u_sse4_1,impl,ok,
volk_8i_s32f_convert_32f,generic,misaligned,ok,
volk_8i_s32f_convert_32f,u_avx2,misaligned,ok,
volk_8i_s32f_convert_32f,u_avx512,misaligned,ok,
volk_8i_s32f_convert_32f,u_orc,misaligned,ok,
volk_8i_s32f_convert_32f,u_sse4_1,misaligned,ok,
volk_8i_x2_add_saturated_8i,a_avx2,canary,ok,
volk_8i_x2_add_saturated_8i,a_sse2,canary,ok,
volk_8i_x2_add_saturated_8i,generic,canary,ok,
volk_8i_x2_add_saturated_8i,u_avx2,canary,ok,
volk_8i_x2_add_saturated_8i,u_sse2,canary,ok,
volk_8i_x2_add_saturated_8i,a_avx2,immutable,ok,
volk_8i_x2_add_saturated_8i,a_sse2,immutable,ok,
volk_8i_x2_add_saturated_8i,generic,immutable,ok,
volk_8i_x2_add_saturated_8i,u_avx2,immutable,ok,
volk_8i_x2_add_saturated_8i,u_sse2,immutable,ok,
volk_8i_x2_add_saturated_8i,a_avx2,impl,ok,
volk_8i_x2_add_saturated_8i,a_sse2,impl,ok,
volk_8i_x2_add_saturated_8i,generic,impl,ok,
volk_8i_x2_add_saturated_8i,u_avx2,impl,ok,
volk_8i_x2_add_saturated_8i,u_sse2,impl,ok,
volk_8i_x2_add_saturated_8i,generic,misaligned,ok,
volk_8i_x2_add_saturated_8i,u_avx2,misaligned,ok,
volk_8i_x2_add_saturated_8i,u_sse2,misaligned,ok,
volk_8ic_deinterleave_16i_x2,a_avx,canary,ok,
volk_8ic_deinterleave_16i_x2,a_avx2,canary,ok,
volk_8ic_deinterleave_16i_x2,a_sse4_1,canary,ok,
volk_8ic_deinterleave_16i_x2,generic,canary,ok,
volk_8ic_deinterleave_16i_x2,u_avx2,canary,ok,
volk_8ic_deinterleave_16i_x2,a_avx,immutable,ok,
volk_8ic_deinterleave_16i_x2,a_avx2,immutable,ok,
volk_8ic_deinterleave_16i_x2,a_sse4_1,immutable,ok,
volk_8ic_deinterleave_16i_x2,generic,immutable,ok,
volk_8ic_deinterleave_16i_x2,u_avx2,immutable,ok,
volk_8ic_deinterleave_16i_x2,a_avx,impl,ok,
volk_8ic_deinterleave_16i_x2,a_avx2,impl,ok,
volk_8ic_deinterleave_16i_x2,a_sse4_1,impl,ok,
volk_8ic_deinterleave_16i_x2,generic,impl,ok,
volk_8ic_deinterleave_16i_x2,u_avx2,impl,ok,
volk_8ic_deinterleave_16i_x2,generic,misaligned,ok,
volk_8ic_deinterleave_16i_x2,u_avx2,misaligned,ok,
volk_8ic_deinterleave_real_16i,a_avx,canary,ok,
volk_8ic_deinterleave_real_16i,a_avx2,canary,ok,
volk_8ic_deinterleave_real_16i,a_sse4_1,canary,ok,
volk_8ic_deinterleave_real_16i,generic,canary,ok,
volk_8ic_deinterleave_real_16i,u_avx2,canary,ok,
volk_8ic_deinterleave_real_16i,a_avx,immutable,ok,
volk_8ic_deinterleave_real_16i,a_avx2,immutable,ok,
volk_8ic_deinterleave_real_16i,a_sse4_1,immutable,ok,
volk_8ic_deinterleave_real_16i,generic,immutable,ok,
volk_8ic_deinterleave_real_16i,u_avx2,immutable,ok,
volk_8ic_deinterleave_real_16i,a_avx,impl,ok,
volk_8ic_deinterleave_real_16i,a_avx2,impl,ok,
volk_8ic_deinterleave_real_16i,a_sse4_1,impl,ok,
volk_8ic_deinterleave_real_16i,generic,impl,ok,
volk_8ic_deinterleave_real_16i,u_avx2,impl,ok,
volk_8ic_deinterleave_real_16i,generic,misaligned,ok,
volk_8ic_deinterleave_real_16i,u_avx2,misaligned,ok,
volk_8ic_deinterleave_real_8i,a_avx,canary,ok,
volk_8ic_deinterleave_real_8i,a_avx2,canary,ok,
volk_8ic_deinterleave_real_8i,a_ssse3,canary,ok,
volk_8ic_deinterleave_real_8i,generic,canary,ok,
volk_8ic_deinterleave_real_8i,u_avx2,canary,ok,
volk_8ic_deinterleave_real_8i,a_avx,immutable,ok,
volk_8ic_deinterleave_real_8i,a_avx2,immutable,ok,
volk_8ic_deinterleave_real_8i,a_ssse3,immutable,ok,
volk_8ic_deinterleave_real_8i,generic,immutable,ok,
volk_8ic_deinterleave_real_8i,u_avx2,immutable,ok,
volk_8ic_deinterleave_real_8i,a_avx,impl,ok,
volk_8ic_deinterleave_real_8i,a_avx2,impl,ok,
volk_8ic_deinterleave_real_8i,a_ssse3,impl,ok,
volk_8ic_deinterleave_real_8i,generic,impl,ok,
volk_8ic_deinterleave_real_8i,u_avx2,impl,ok,
volk_8ic_deinterleave_real_8i,generic,misaligned,ok,
volk_8ic_deinterleave_real_8i,u_avx2,misaligned,ok,
volk_8ic_s32f_deinterleave_32f_x2,a_avx2,canary,ok,
volk_8ic_s32f_deinterleave_32f_x2,a_sse,canary,ok,
volk_8ic_s32f_deinterleave_32f_x2,a_sse4_1,canary,ok,
volk_8ic_s32f_deinterleave_32f_x2,generic,canary,ok,
volk_8ic_s32f_deinterleave_32f_x2,u_avx2,canary,ok,
volk_8ic_s32f_deinterleave_32f_x2,a_avx2,immutable,ok,
volk_8ic_s32f_deinterleave_32f_x2,a_sse,immutable,ok,
volk_8ic_s32f_deinterleave_32f_x2,a_sse4_1,immutable,ok,
volk_8ic_s32f_deinterleave_32f_x2,generic,immutable,ok,
volk_8ic_s32f_deinterleave_32f_x2,u_avx2,immutable,ok,
volk_8ic_s32f_deinterleave_32f_x2,a_avx2,impl,ok,
volk_8ic_s32f_deinterleave_32f_x2,a_sse,impl,ok,
volk_8ic_s32f_deinterleave_32f_x2,a_sse4_1,impl,ok,
volk_8ic_s32f_deinterleave_32f_x2,generic,impl,ok,
volk_8ic_s32f_deinterleave_32f_x2,u_avx2,impl,ok,
volk_8ic_s32f_deinterleave_32f_x2,generic,misaligned,ok,
volk_8ic_s32f_deinterleave_32f_x2,u_avx2,misaligned,ok,
volk_8ic_s32f_deinterleave_real_32f,a_avx2,canary,ok,
volk_8ic_s32f_deinterleave_real_32f,a_sse,canary,ok,
volk_8ic_s32f_deinterleave_real_32f,a_sse4_1,canary,ok,
volk_8ic_s32f_deinterleave_real_32f,generic,canary,ok,
volk_8ic_s32f_deinterleave_real_32f,u_avx2,canary,ok,
volk_8ic_s32f_deinterleave_real_32f,a_avx2,immutable,ok,
volk_8ic_s32f_deinterleave_real_32f,a_sse,immutable,ok,
volk_8ic_s32f_deinterleave_real_32f,a_sse4_1,immutable,ok,
volk_8ic_s32f_deinterleave_real_32f,generic,immutable,ok,
volk_8ic_s32f_deinterleave_real_32f,u_avx2,immutable,ok,
volk_8ic_s32f_deinterleave_real_32f,a_avx2,impl,ok,
volk_8ic_s32f_deinterleave_real_32f,a_sse,impl,ok,
